"","M393.189T1440.567","M513.25T1338.968","M477.343T1423.013","M882.48T1339.403","M652.416T1356.524","M343.224T1621.712","M629.459T1473.698","M423.321T1473.286","M510.367T1523.593","M589.501T1621.712","M578.503T1590.788","M635.491T1472.841","M628.529T1624.373","M628.528T1608.773","M609.518T1624.418","M652.503T1490.314","M558.46T1591.049","M297.239T1626.197","M841.471T1389.363","M545.456T1607.833","M605.416T1473.993","M477.403T1542.988","M477.407T1590.788","M477.398T1574.327","M879.468T1338.726","M630.465T1474.173","M629.464T1456.367","M629.463T1474.173","M449.365T1540.699","M669.539T1543.447","M669.531T1507.08","M669.562T1624.559","M449.369T1557.545","M449.347T1490.033","M535.447T1540.43","M567.43T1421.35","M295.151T1624.873","M492.408T1557.26","M534.444T1557.26","M535.375T1490.352","M534.402T1422.678","M533.436T1590.96","M549.424T1473.203","M516.411T1568.021","M886.353T1006.792","M467.383T1523.593","M329.158T1625.781","M329.157T1608.526","M475.412T1607.605","M494.563T1509.9","M576.484T1557.453","M576.484T1473.551","M575.479T1473.048","M575.481T1540.694","M576.533T1641.124","M541.474T1573.977","M542.478T1573.977","M575.479T1456.772","M640.557T1608.472","M737.493T1439.78","M577.49T1591.335","M618.492T1624.789","M617.489T1624.961","M617.506T1594.034","M549.431T1507.08","M629.529T1601.79","M629.509T1624.418","M660.517T1423.005","M535.409T1440.116","M549.426T1489.95","M471.336T1557.26","M605.427T1490.314","M549.428T1523.962","M533.435T1510.689","M516.434T1624.418","M481.362T1591.564","M325.162T1642.868","M951.603T1424.253","M628.514T1473.756","M1085.421T973.898","M659.418T1406.262","M820.327T1006.792","M813.332T1056.081","M869.334T919.017","M479.188T913.185","M899.349T990.311","M433.152T909.874","M677.438T1339.916","M564.208T942.149","M817.317T940.819","M430.319T1557.453","M832.307T992.353","M956.379T959.199","M438.146T926.75","M313.161T1621.4","M787.545T1575.098","M339.172T1490.329","M523.36T1271.932","M487.775T1256.694","M386.164T943.456","M807.348T918.929","M1123.351T817.469","M889.305T842.452","M919.292T824.161","M1102.351T817.469","M979.313T847.893","M1114.854T834.347","M682.262T843.183","M415.326T1295.888","M465.26T1373.143","M425.216T1401.37","M425.215T1355.365","M556.445T1212.039","M812.538T1253.346","M985.571T1146.934","M772.55T1170.538","M537.533T1295.888","M374.303T1319.161","M847.517T1163.004","M986.591T1195.638","M808.52T1220.972","M771.504T1195.638","M609.455T1145.906","M392.284T1436.378","M828.538T1289.688","M495.298T1036.333","M471.796T1446.028","M471.313T1295.888","M619.438T1245.233","M399.308T1262.042","M443.333T1262.042","M383.284T1439.726","M455.315T1295.888","M341.283T1305.932","M513.307T1059.952","M351.253T1019.694","M285.134T1052.907","M569.292T994.771","M605.427T1212.039","M867.584T1358.969","M331.187T1104.601","M585.283T918.479","M351.179T1358.969","M351.108T857.905","M291.195T1053.001","M465.265T1237.073","M764.518T1295.888","M764.517T1325.086","M691.436T1356.203","M691.433T1253.346","M494.565T1319.161","M494.565T1422.678","M423.211T1338.363","M821.505T1179.269","M765.518T1313.696","M522.261T1109.944","M423.212T1319.031","M523.599T1382.768","M561.396T1195.638","M330.263T1492.022","M545.37T1372.761","M722.259T892.9","M332.328T1440.13","M441.224T1179.269","M504.265T1099.137","M330.261T1473.013","M330.262T1456.934","M330.263T1439.913","M423.198T1506.423","M722.581T1518.016","M722.58T1595.75"
"M339.172T1490.329",0.57589,0.45403,-0.20502,0.08758,0.17384,0.40157,0.36157,0.1541,0.26017,0.5147,0.35816,0.31068,0.45586,0.46502,0.42063,0.39086,0.26104,0.56949,0.49819,0.50266,0.37623,0.33203,0.37314,0.24775,0.28631,0.41749,0.43283,0.49263,0.22276,0.23679,0.26535,0.28371,0.20007,0.23727,0.19632,0.53544,0.41104,0.52839,0.39737,0.46382,0.32266,0.17999,0.22947,0.4456,0.24582,0.2247,0.60378,0.62251,0.69349,0.67545,0.46213,0.50352,0.45048,0.45518,0.67353,0.43959,0.52777,0.3679,0.29369,0.53934,0.493,0.46312,0.39964,0.32148,0.57727,0.59775,0.63385,0.22432,0.40971,0.44057,0.32527,0.36054,0.43801,0.45209,0.52664,0.13297,0.61114,0.6965,0.55527,0.38132,0.47955,0.19995,0.26212,0.20826,0.54016,0.363,0.52973,0.54688,0.46599,0.45662,0.2558,0.04942,0.15159,0.22563,0.55786,0.75689,1,0.27216,0.60769,-0.11547,0.25651,0.1939,0.12047,0.38098,-0.00995,-0.00724,0.06719,-0.48067,-0.70153,-0.35768,-0.44362,-0.3972,-0.55542,-0.45449,-0.49293,-0.42955,-0.53657,-0.66533,-0.51659,-0.55346,-0.54332,-0.50017,-0.66201,-0.68705,-0.45443,-0.46656,-0.76552,-0.44247,-0.7157,-0.62632,-0.65502,-0.64506,-0.60182,-0.60285,0.08084,0.04114,0.09794,0.17015,-0.08653,-0.23583,-0.19071,-0.23169,-0.41437,-0.26863,-0.27523,-0.7233,-0.46126,-0.45258,-0.04006,-0.21549,-0.23007,-0.09004,-0.58412,-0.4903,-0.59713,-0.41809,-0.68676,-0.59101,-0.59403,-0.59933,-0.58303,-0.67908,-0.58613,-0.6706,-0.47087,-0.47282,-0.55181,-0.59076,-0.53908,-0.4084,-0.21845
"M523.36T1271.932",-0.15956,-0.37629,-0.58314,-0.53438,-0.35401,-0.37514,-0.32506,-0.41278,-0.28029,-0.27328,0.08256,-0.012,-5e-04,0.04643,0.33022,0.1541,0.118,0.0985,-0.04864,0.1635,-0.23606,-0.37981,-0.30136,-0.3137,-0.23995,-0.10188,-0.11289,-0.11843,-0.23874,-0.3272,-0.25255,-0.18835,-0.01584,-0.09937,-0.04206,-0.28301,-0.21295,-0.0718,-0.03785,-0.24279,-0.30909,-0.08736,0.14008,0.35923,0.23839,0.36289,0.31581,0.12564,0.51178,0.32225,0.36304,0.26367,0.31246,0.31708,0.55344,0.34376,0.56059,0.21735,0.17001,0.04578,0.15517,0.01613,0.14246,0.04457,0.14115,0.18903,0.245,0.04577,0.0171,-0.06339,-0.09087,-0.05418,-0.08277,-0.04281,0.33823,0.15004,-0.0833,0.09505,-0.02248,-0.05263,0.24183,0.43266,0.29798,0.33003,0.5102,0.41577,0.36117,0.5016,0.09467,0.30444,0.62482,0.4205,0.31814,0.51633,0.30703,0.5664,0.27216,1,0.5485,0.5376,0.50951,0.27991,0.41661,0.20331,0.11671,0.24853,0.20701,0.31339,0.1519,0.342,0.00364,0.17615,-0.47402,-0.42361,-0.26337,-0.13561,-0.1093,-0.13681,-0.30531,-0.45455,-0.52075,-0.36573,-0.38764,-0.34252,-0.41723,-0.30673,-0.40486,-0.24482,-0.51033,-0.35754,-0.3308,-0.3933,-0.3933,-0.28988,-0.22101,-0.27705,-0.15147,-0.06031,0.08595,0.31807,0.16541,-0.02263,0.06853,0.23901,0.12426,-0.44753,-0.73418,-0.64161,-0.7237,-0.76193,-0.5588,-0.56572,-0.32093,-0.48861,-0.6214,-0.49327,-0.2043,-0.37774,-0.68082,-0.68719,-0.74895,-0.74192,-0.69944,-0.64574,-0.60566,-0.77916,-0.77265,-0.75197,-0.3987,-0.42834,-0.5138
"M487.775T1256.694",0.3095,0.20128,-0.59998,-0.17241,-0.06505,-0.28521,-0.35638,-0.45372,-0.08262,-0.08505,0.14809,0.01584,0.09664,0.13182,0.01365,0.04456,0.05644,0.01049,0.14906,0.14317,-0.01357,-0.02453,0.00199,-0.11125,0.06368,-0.01833,0.04906,0.03844,-0.30195,-0.27321,-0.23209,-0.14494,-0.12642,-0.19552,-0.2195,-0.11928,-0.15435,-0.1262,-0.08463,-0.02038,-0.13767,-0.1523,0.00888,0.25624,0.26135,0.18099,0.21796,0.23794,0.50246,0.46055,0.36476,0.4132,0.3461,0.34736,0.55515,0.39979,0.49832,0.25676,0.36519,0.52571,0.40015,0.36887,0.4176,0.35715,0.14451,0.11753,0.18846,-0.11323,0.02928,0.05261,-0.07654,0.03418,-0.08513,-0.02007,0.20987,-0.13983,0.17018,0.42859,0.24886,0.27216,0.21438,0.31905,0.26855,0.21629,0.62414,0.40003,0.44769,0.45672,0.37498,0.55334,0.65157,0.20314,0.25725,0.3479,0.37242,0.57528,0.60769,0.5485,1,0.16341,0.50652,0.27483,0.41589,0.42414,0.32176,0.43643,0.30285,-0.1305,-0.20838,-0.14323,-0.33687,-0.22134,-0.20862,-0.16153,-0.13349,-0.27169,-0.30913,-0.31154,-0.32028,-0.18599,-0.3926,-0.35647,-0.38255,-0.54077,-0.50894,-0.27304,-0.61673,-0.50242,-0.57099,-0.5843,-0.55743,-0.55105,-0.59155,-0.52915,0.28363,0.24139,0.28859,0.38033,0.18809,0.12233,0.33028,0.06714,0.16611,-0.02449,0.20347,-0.6547,-0.59911,-0.56804,-0.22563,-0.48483,-0.52997,-0.40125,-0.29956,-0.34608,-0.47443,-0.42644,-0.30066,-0.45582,-0.45804,-0.52136,-0.66718,-0.6321,-0.44411,-0.54083,-0.44642,-0.52234,-0.54517,-0.57356,-0.39234,-0.50269,-0.46809
"M386.164T943.456",-0.50157,-0.65784,-0.12615,-0.39622,-0.10558,-0.21884,-0.3256,-0.21061,-0.03836,-0.42831,-0.08412,-0.01761,-0.14736,-0.16184,0.01722,-0.02519,-0.00694,-0.02877,-0.04234,0.12161,-0.11043,-0.38563,-0.16827,-0.1773,-0.13552,-0.20681,-0.24254,-0.21765,-0.04253,-0.02242,0.01271,0.01185,0.11841,0.01792,0.0651,-0.17613,0.01089,-0.00129,0.1769,0.06979,0.01442,0.46576,0.49054,0.56228,0.66605,0.35576,0.14394,0.20968,0.12016,-0.01794,0.29041,0.24148,0.21927,0.21516,0.26963,0.15792,0.23724,0.13092,0.24379,0.02709,0.0243,0.1081,0.22491,0.17089,0.16523,0.01036,0.13875,0.15242,0.22518,0.12037,0.19588,0.08393,0.05248,0.0698,0.0578,0.12856,-0.11355,-0.21103,-0.26676,0.14903,-0.14619,0.77953,0.64738,0.65205,0.58685,0.76691,0.57835,0.44291,0.3388,0.48789,0.53199,0.8874,0.77124,0.78763,-0.24979,0.12905,-0.11547,0.5376,0.16341,1,0.73282,0.44593,0.63933,0.34188,0.46354,0.38499,0.21274,0.7172,0.55033,0.73324,0.46431,0.54274,-0.26064,-0.37191,-0.13179,-0.10621,-0.22107,0.02128,-0.16638,-0.29157,-0.29591,-0.42607,-0.31669,-0.2565,0.00077,0.07749,-0.12135,-0.45057,-0.37101,-0.36981,-0.30609,-0.36898,-0.21515,-0.29721,-0.3805,-0.39245,-0.2514,-0.22533,-0.26157,0.20576,0.20749,-0.0792,0.13923,0.24726,0.42072,0.03021,-0.14165,-0.08764,-0.83492,-0.90165,-0.66824,-0.72142,-0.36988,-0.43688,-0.42429,-0.45635,-0.19333,-0.156,-0.31019,-0.3937,-0.42743,-0.33475,-0.37472,-0.51925,-0.51121,-0.51026,-0.52868,-0.51253,-0.24945,-0.62226,-0.72899
"M807.348T918.929",-0.4534,-0.55683,-0.52477,-0.41806,-0.24706,-0.40489,-0.46318,-0.4829,-0.13177,-0.33181,-0.09466,-0.09448,-0.13135,-0.1551,-0.169,-0.20114,-0.32525,-0.25004,-0.09189,-0.00482,-0.23776,-0.40285,-0.25577,-0.36693,-0.08565,-0.28342,-0.28181,-0.24155,-0.24401,-0.28633,-0.27329,-0.26254,-0.04948,-0.24089,-0.27654,-0.19845,-0.14838,-0.0726,-0.0914,-0.03643,-0.16159,0.19713,0.19247,0.3403,0.58474,0.20735,-0.10047,0.00874,0.05223,-0.0781,0.09017,0.12025,0.0934,0.09007,0.21125,-0.00014,0.12112,-0.01587,0.08882,0.14169,-0.02322,0.10428,0.15378,0.08446,0.04775,-0.10986,0.06504,-0.09927,-0.05246,0.05182,-0.04085,-0.13309,-0.13723,-0.09635,-0.07873,-0.16858,-0.18288,-0.18467,-0.29156,-0.03186,-0.24306,0.66046,0.50261,0.53113,0.59982,0.67209,0.67007,0.46886,0.28645,0.44699,0.35772,0.67866,0.58655,0.68298,-0.1075,0.2186,0.25651,0.50951,0.50652,0.73282,1,0.5814,0.62139,0.34668,0.5408,0.4118,0.40863,0.51111,0.42834,0.59832,0.37141,0.38934,-0.12009,-0.20878,0.07557,0.10548,-0.19675,0.01754,-0.0122,-0.1468,-0.23084,-0.3272,-0.2479,-0.26015,0.05839,0.07927,-0.30753,-0.44328,-0.36969,-0.40361,-0.32151,-0.49955,-0.33045,-0.35559,-0.10405,-0.16751,-0.05114,0.01731,0.11218,0.18216,0.36366,0.10687,0.24875,0.27559,0.54704,-0.42274,-0.31079,-0.21708,-0.67995,-0.7549,-0.68809,-0.71511,-0.35507,-0.3753,-0.39023,-0.37649,-0.22358,-0.15229,-0.166,-0.42261,-0.34954,-0.30901,-0.24411,-0.4649,-0.33974,-0.60006,-0.62405,-0.59196,-0.37303,-0.63056,-0.69429
"M1123.351T817.469",-0.40762,-0.34233,-0.54251,-0.45328,-0.46946,-0.31319,-0.28519,-0.31002,-0.54309,-0.51402,-0.41133,-0.47467,-0.51444,-0.55334,-0.40847,-0.27162,-0.53336,-0.12092,-0.3314,-0.20899,-0.06808,-0.27493,-0.1408,-0.25016,-0.28112,-0.13577,-0.35314,-0.30183,-0.41448,-0.31589,-0.26602,-0.38171,-0.18211,-0.33917,-0.37847,-0.21563,-0.26408,-0.16682,-0.15935,-0.07441,-0.07783,-0.04971,0.03476,-0.10471,0.15745,0.0967,-0.07256,-0.05903,-0.19252,-0.10165,-0.00542,0.12791,0.04907,0.0538,0.03387,-0.11275,-0.18558,-0.01783,-0.22496,-0.16948,-0.28128,-0.13446,-0.18489,-0.17325,0.02246,-0.15262,-0.12699,0.02087,-0.13519,0.01185,0.04188,-0.04436,-0.01739,-0.01314,-0.34679,-0.31788,-0.19137,-0.04853,-0.20547,0.16653,0.16107,0.46873,0.45703,0.4772,0.36696,0.32444,0.54097,0.62338,0.40137,0.37653,0.16277,0.57015,0.38844,0.31589,0.23384,0.08176,0.1939,0.27991,0.27483,0.44593,0.5814,1,0.85767,0.82121,0.81699,0.80266,0.83984,0.49652,0.24731,0.03747,0.02441,-0.10959,0.25709,0.08809,0.08146,0.13333,0.1783,0.12483,-2e-05,-0.14923,-0.14637,-0.35485,-0.1374,-0.12408,-0.03653,0.13217,-0.15319,-0.20777,-0.08266,-0.26413,-0.20949,-0.31498,-0.18677,-0.32384,0.22639,0.17359,0.38385,0.40214,0.41831,0.67248,0.58878,0.37007,0.30557,0.16448,0.46997,-0.47754,-0.46401,-0.55393,-0.71353,-0.56425,-0.36176,-0.43964,-0.49253,-0.61463,-0.47746,-0.13689,-0.32938,-0.22543,0.11578,-0.22149,-0.13222,-0.06733,-0.20059,-0.38142,-0.31045,-0.34455,-0.37253,-0.36052,-0.69372,-0.71755,-0.76509
"M889.305T842.452",-0.31925,-0.22944,-0.42533,-0.24875,-0.17819,-0.2998,-0.3565,-0.35933,-0.44976,-0.55282,-0.16156,-0.29106,-0.41949,-0.4402,-0.25573,-0.17644,-0.24574,-0.09896,-0.20839,-0.05823,-0.06547,-0.23318,-0.06315,-0.13362,-0.05139,-0.02334,-0.20488,-0.20784,-0.29006,-0.24355,-0.17087,-0.2508,-0.03002,-0.18785,-0.18225,-0.22377,-0.11817,-0.1412,-0.08402,0.0546,-0.01594,0.1236,0.28533,0.11241,0.45016,0.38295,0.1073,0.08587,0.02989,0.01089,0.26082,0.3526,0.29714,0.29938,0.27111,0.25333,0.16306,0.22193,0.09496,0.14063,0.02995,0.13074,0.15313,0.14212,0.15421,-0.05264,-0.03077,0.17599,0.10823,0.11895,0.16787,0.14337,0.04143,0.09235,-0.123,-0.13368,-0.1191,0.093,-0.03626,0.43365,0.31429,0.74613,0.71949,0.68747,0.65924,0.56239,0.6895,0.64837,0.63071,0.66032,0.55801,0.78273,0.65067,0.57512,0.13842,0.14665,0.12047,0.41661,0.41589,0.63933,0.62139,0.85767,1,0.81802,0.74318,0.85161,0.80234,0.44918,0.26288,0.12453,0.051,0.03372,0.0884,-0.17147,-0.03455,-0.07996,-0.02407,0.01564,-0.26377,-0.26498,-0.29947,-0.55553,-0.32053,-0.37676,-0.35951,-0.13495,-0.23091,-0.49313,-0.33859,-0.54128,-0.47516,-0.5155,-0.49685,-0.59043,0.0276,0.00256,0.18059,0.23424,0.25595,0.59955,0.54188,0.19296,0.1925,-0.00507,0.41537,-0.40283,-0.52711,-0.61342,-0.72431,-0.73631,-0.71191,-0.7334,-0.56338,-0.65824,-0.55347,-0.35733,-0.38741,-0.41432,-0.04151,-0.43677,-0.43021,-0.27148,-0.32318,-0.52535,-0.48647,-0.4995,-0.51223,-0.50213,-0.59842,-0.77859,-0.89623
"M919.292T824.161",0.02238,0.09243,-0.25774,-0.26059,-0.17164,-0.03257,-0.13788,-0.16127,-0.37564,-0.37132,-0.2977,-0.3593,-0.37331,-0.39708,-0.25599,-0.14484,-0.2057,0.16729,-0.14414,-0.05466,0.1379,-0.07102,0.08712,-0.01622,-0.15038,0.03797,-0.14388,-0.11176,-0.28327,-0.08884,-0.03639,-0.12145,-0.191,-0.19862,-0.18292,-0.02439,-0.02295,-0.04479,0.04021,0.16595,0.09599,0.11045,0.15726,0.1216,0.16988,0.16994,0.3203,0.33243,0.14647,0.17736,0.21297,0.37603,0.23918,0.24276,0.27545,0.225,0.10547,0.1648,0.03979,0.14221,0.02139,0.09156,0.0632,0.05743,0.20906,0.04795,0.02271,0.1379,0.19084,0.12296,0.22106,0.19544,0.15723,0.15113,-0.024,-0.17506,0.13655,0.31554,0.11864,0.52809,0.41336,0.4601,0.50755,0.42854,0.55054,0.37708,0.52801,0.58517,0.62917,0.59151,0.39721,0.49266,0.38262,0.25083,0.34365,0.21598,0.38098,0.20331,0.42414,0.34188,0.34668,0.82121,0.81802,1,0.78202,0.83611,0.75844,0.25481,-0.06671,-0.2196,-0.23417,-0.28858,0.05372,-0.03917,-0.1274,-0.1943,-0.01332,-0.07904,-0.32438,-0.26014,-0.25498,-0.4747,-0.31615,-0.36891,-0.3393,-0.02432,-0.23833,-0.35517,-0.32944,-0.46705,-0.44364,-0.38727,-0.36136,-0.51774,0.34975,0.33223,0.47436,0.49487,0.23012,0.57506,0.51513,0.24612,0.11493,-0.03009,0.28937,-0.48278,-0.49523,-0.63126,-0.51457,-0.54024,-0.44338,-0.43471,-0.63666,-0.67999,-0.55063,-0.26238,-0.52334,-0.45292,-0.13853,-0.30982,-0.38269,-0.2902,-0.29816,-0.52318,-0.40035,-0.23453,-0.28772,-0.31444,-0.69094,-0.71272,-0.68841
"M1102.351T817.469",-0.37756,-0.34025,-0.4462,-0.52731,-0.42313,-0.45576,-0.59902,-0.53769,-0.57165,-0.71807,-0.6869,-0.71273,-0.72823,-0.7488,-0.71494,-0.60921,-0.64626,-0.3714,-0.48513,-0.43656,-0.23705,-0.47477,-0.32752,-0.44851,-0.49302,-0.52896,-0.65304,-0.60891,-0.64541,-0.46822,-0.46077,-0.52662,-0.50615,-0.62158,-0.62132,-0.47779,-0.42361,-0.50592,-0.32716,-0.24506,-0.29324,-0.14537,-0.18645,-0.12982,0.03841,-0.21004,-0.23563,-0.12402,-0.3339,-0.31494,-0.25765,-0.13035,-0.26866,-0.26935,-0.19334,-0.30449,-0.33791,-0.33508,-0.31411,-0.23906,-0.44005,-0.30407,-0.2996,-0.29722,-0.31191,-0.50493,-0.43471,-0.34945,-0.25305,-0.24995,-0.19928,-0.26592,-0.3179,-0.34673,-0.40462,-0.44236,-0.25647,-0.27746,-0.47106,0.07152,-0.177,0.27885,0.24541,0.18292,0.28451,0.25583,0.31843,0.26223,0.22972,0.29477,0.16274,0.41181,0.23334,0.1512,0.05696,-0.11748,-0.00995,0.11671,0.32176,0.46354,0.5408,0.81699,0.74318,0.78202,1,0.84901,0.7836,0.64917,0.43078,0.12187,0.07768,-0.04022,0.41438,0.34467,0.41248,0.29725,0.30334,0.39951,0.21891,0.24549,0.17123,-0.02963,0.17308,0.10134,0.18254,0.42317,0.07139,-0.12492,0.08777,-0.06597,0.00104,-0.0637,0.04996,-0.06991,0.50719,0.48528,0.57513,0.60346,0.43158,0.70716,0.81316,0.53425,0.49572,0.32453,0.7311,-0.35079,-0.29016,-0.32134,-0.53588,-0.50904,-0.34183,-0.42801,-0.29866,-0.30935,-0.18466,0.02488,-0.09225,0.0162,0.20839,0.10758,-3e-04,0.11725,0.11646,-0.10469,-0.01945,-0.0717,-0.08011,-0.06052,-0.48202,-0.55662,-0.61609
"M979.313T847.893",-0.32117,-0.14422,-0.4352,-0.43378,-0.40958,-0.50217,-0.54344,-0.49509,-0.6328,-0.7302,-0.47485,-0.54565,-0.6101,-0.64324,-0.5287,-0.41845,-0.43735,-0.30812,-0.49492,-0.43038,-0.1792,-0.27288,-0.17308,-0.24611,-0.26707,-0.23082,-0.40289,-0.44146,-0.56789,-0.41447,-0.38033,-0.43949,-0.41177,-0.47465,-0.45999,-0.42999,-0.4712,-0.46837,-0.37222,-0.21526,-0.25131,-0.12782,-0.09134,-0.18431,0.03693,0.08684,-0.07931,-0.10758,-0.17264,-0.1468,-0.02605,0.1674,0.03839,0.04021,0.00452,0.05817,-0.0918,-0.02256,-0.0604,-0.01113,-0.19639,-0.11066,-0.08504,-0.05255,-0.16117,-0.33937,-0.38347,-0.05724,-0.18064,-0.20723,-0.10249,-0.09455,-0.20772,-0.20129,-0.34636,-0.35073,-0.29706,0.00584,-0.15625,0.29027,0.17191,0.41613,0.38649,0.36873,0.36993,0.20819,0.30222,0.38877,0.41612,0.4491,0.36482,0.46901,0.2937,0.16278,0.13919,-0.12625,-0.00724,0.24853,0.43643,0.38499,0.4118,0.80266,0.85161,0.83611,0.84901,1,0.86341,0.46416,0.32124,-0.03382,-0.09236,-0.14512,0.39026,0.28094,0.15711,0.02587,0.30417,0.29989,-0.08523,0.05078,-0.05734,-0.26024,0.00756,-0.07798,-0.2349,0.1833,0.06404,-0.19117,-0.03989,-0.22998,-0.18371,-0.16038,-0.19345,-0.29808,0.40085,0.37149,0.48695,0.48003,0.4607,0.77245,0.75479,0.47817,0.54362,0.13566,0.50029,-0.29167,-0.44835,-0.59157,-0.5396,-0.50796,-0.48694,-0.53582,-0.33898,-0.48617,-0.32865,-0.12108,-0.17829,-0.21732,0.13354,-0.16425,-0.21081,-0.06914,-0.02238,-0.2479,-0.21386,-0.12207,-0.13693,-0.15,-0.48971,-0.55505,-0.64753
"M1114.854T834.347",-0.36895,-0.14191,-0.54973,-0.37733,-0.44569,-0.50201,-0.51625,-0.59402,-0.80623,-0.68698,-0.50359,-0.67001,-0.7222,-0.74587,-0.57172,-0.56274,-0.63283,-0.3829,-0.6051,-0.49209,-0.34827,-0.42018,-0.34379,-0.43553,-0.32542,-0.27469,-0.47687,-0.48941,-0.62386,-0.58089,-0.54337,-0.64065,-0.46869,-0.59882,-0.59201,-0.46265,-0.43257,-0.44856,-0.52434,-0.30103,-0.39023,-0.30817,-0.25544,-0.39003,-0.08549,0.02134,-0.18743,-0.28575,-0.27129,-0.33826,-0.24655,-0.08031,-0.13371,-0.1298,-0.13404,-0.09606,-0.20386,-0.18207,-0.36969,-0.16103,-0.34883,-0.30259,-0.32397,-0.32392,-0.25757,-0.40817,-0.44491,-0.17879,-0.30065,-0.27054,-0.23592,-0.24115,-0.31735,-0.30228,-0.34076,-0.42717,-0.37738,-0.11176,-0.26032,0.09479,0.20722,0.28259,0.25553,0.22759,0.2764,0.04384,0.294,0.2838,0.27326,0.25413,0.15049,0.30461,0.10164,0.05098,0.20857,-0.12789,0.06719,0.20701,0.30285,0.21274,0.40863,0.83984,0.80234,0.75844,0.7836,0.86341,1,0.40935,0.29093,-0.07269,-0.02076,-0.12052,0.42553,0.25328,0.34996,0.32296,0.4366,0.38815,0.05291,0.10324,0.07222,-0.11348,0.12566,0.04551,-0.16043,0.08242,0.09808,-0.02847,0.06181,-0.12042,-0.0609,-0.13028,-0.19,-0.23337,0.42767,0.3836,0.46677,0.5184,0.72569,0.84613,0.77737,0.56194,0.36408,0.15894,0.50696,-0.53994,-0.58607,-0.677,-0.46005,-0.33928,-0.45426,-0.53956,-0.34455,-0.40451,-0.23754,0.03494,-0.15721,-0.16783,0.27475,-0.11366,-0.07859,0.05241,0.08957,-0.11345,0.00699,-0.18339,-0.16981,-0.12864,-0.52957,-0.41871,-0.54461
"M682.262T843.183",-0.79012,-0.87277,-0.27785,-0.74504,-0.59369,-0.59645,-0.63994,-0.50646,-0.51253,-0.80051,-0.67753,-0.59458,-0.66296,-0.68131,-0.50183,-0.54642,-0.56568,-0.45547,-0.63192,-0.4806,-0.51684,-0.78851,-0.65414,-0.65587,-0.70066,-0.7027,-0.7722,-0.73047,-0.55566,-0.47338,-0.47574,-0.50446,-0.45601,-0.54397,-0.48903,-0.6473,-0.50492,-0.51544,-0.3673,-0.51196,-0.4892,-0.0567,-0.15258,-0.04657,0.0134,-0.17469,-0.36925,-0.34363,-0.4282,-0.56672,-0.39153,-0.3836,-0.40226,-0.40563,-0.3815,-0.45802,-0.38985,-0.44396,-0.37451,-0.59244,-0.61619,-0.56106,-0.47322,-0.49232,-0.46714,-0.56301,-0.47136,-0.35259,-0.38883,-0.45572,-0.34731,-0.49818,-0.48451,-0.52061,-0.42118,-0.29949,-0.58827,-0.70878,-0.77771,-0.39764,-0.51138,0.23063,0.06168,0.10138,0.00129,0.15571,0.02429,-0.02232,-0.23255,-0.11367,0.04176,0.44425,0.19535,0.22037,-0.34856,-0.32877,-0.48067,0.31339,-0.1305,0.7172,0.51111,0.49652,0.44918,0.25481,0.64917,0.46416,0.40935,1,0.88136,0.70497,0.58432,0.53877,0.27493,0.25398,0.42242,0.48006,0.44162,0.61934,0.41303,0.26368,0.27086,0.20906,0.36668,0.44598,0.4798,0.60975,0.43499,0.20621,0.30609,0.31351,0.38552,0.27734,0.41667,0.33872,0.07787,0.05041,0.13106,0.11992,0.23684,0.62116,0.59888,0.43944,0.54039,0.67161,0.74161,0.10579,-0.05927,-0.00216,-0.72414,-0.55556,-0.26119,-0.44332,0.04631,-0.06946,0.03992,0.08354,0.29248,0.34134,0.15326,0.17575,0.13129,0.203,0.15733,0.05216,0.08444,-0.05955,-0.03299,0.02353,-0.0775,-0.25084,-0.4008
